항목명1,달러/유로,달러/영국파운드
2012-08-31,1.2511,1.5789
2012-09-01,,
2012-09-02,,
2012-09-03,1.2573,1.5869
2012-09-04,1.2583,1.588
2012-09-05,1.256,1.5868
2012-09-06,1.2596,1.5902
2012-09-07,1.2629,1.5928
2012-09-08,,
2012-09-09,,
2012-09-10,1.2797,1.6009
2012-09-11,1.2761,1.5994
2012-09-12,1.2855,1.607
2012-09-13,1.2898,1.6106
2012-09-14,1.2994,1.6152
2012-09-15,,
2012-09-16,,
2012-09-17,1.311,1.6221
2012-09-18,1.3113,1.6248
2012-09-19,1.3042,1.6241
2012-09-20,1.3049,1.6225
2012-09-21,1.2974,1.6218
2012-09-22,,
2012-09-23,,
2012-09-24,1.2974,1.6238
2012-09-25,1.2933,1.6224
2012-09-26,1.2898,1.619
2012-09-27,1.2876,1.617
2012-09-28,1.2911,1.6231
2012-09-29,,
2012-09-30,,
2012-10-01,,
2012-10-02,1.2893,1.6132
2012-10-03,,
2012-10-04,1.2922,1.61
2012-10-05,1.3019,1.6188
2012-10-06,,
2012-10-07,,
2012-10-08,1.3015,1.6134
2012-10-09,1.2968,1.6028
2012-10-10,1.2873,1.5997
2012-10-11,1.2857,1.6008
2012-10-12,1.2929,1.6044
2012-10-13,,
2012-10-14,,
2012-10-15,1.2947,1.6073
2012-10-16,1.2953,1.6071
2012-10-17,1.3093,1.6114
2012-10-18,1.311,1.6136
2012-10-19,1.3075,1.6057
2012-10-20,,
2012-10-21,,
2012-10-22,1.3023,1.6002
2012-10-23,1.3066,1.6018
2012-10-24,1.2979,1.5947
2012-10-25,1.2965,1.6034
2012-10-26,1.2936,1.6118
2012-10-27,,
2012-10-28,,
2012-10-29,1.2928,1.6084
2012-10-30,1.2902,1.6033
2012-10-31,1.2963,1.6085
2012-11-01,1.296,1.613
2012-11-02,1.2946,1.613
2012-11-03,,
2012-11-04,,
2012-11-05,1.2826,1.602
2012-11-06,1.2795,1.598
2012-11-07,1.2811,1.5992
2012-11-08,1.2769,1.5982
2012-11-09,1.2743,1.5976
2012-11-10,,
2012-11-11,,
2012-11-12,1.272,1.5903
2012-11-13,1.2706,1.5872
2012-11-14,1.2703,1.5871
2012-11-15,1.2736,1.5844
2012-11-16,1.2782,1.5863
2012-11-17,,
2012-11-18,,
2012-11-19,1.2741,1.589
2012-11-20,1.2784,1.5905
2012-11-21,1.2812,1.5924
2012-11-22,1.2842,1.5957
2012-11-23,1.2881,1.594
2012-11-24,,
2012-11-25,,
2012-11-26,1.2973,1.6034
2012-11-27,1.2988,1.6028
2012-11-28,1.2939,1.6016
2012-11-29,1.2949,1.6015
2012-11-30,1.2974,1.6038
2012-12-01,,
2012-12-02,,
2012-12-03,1.2997,1.6024
2012-12-04,1.3057,1.6095
2012-12-05,1.3092,1.6096
2012-12-06,1.3071,1.6092
2012-12-07,1.2964,1.6047
2012-12-08,,
2012-12-09,,
2012-12-10,1.2904,1.6031
2012-12-11,1.2938,1.6073
2012-12-12,1.3007,1.6113
2012-12-13,1.3066,1.6135
2012-12-14,1.3076,1.611
2012-12-15,,
2012-12-16,,
2012-12-17,1.318,1.6182
2012-12-18,1.3162,1.62
2012-12-19,,
2012-12-20,1.3203,1.6246
2012-12-21,1.3245,1.6276
2012-12-22,,
2012-12-23,,
2012-12-24,1.3178,1.6152
2012-12-25,,
2012-12-26,1.3181,1.6132
2012-12-27,1.3221,1.6133
2012-12-28,1.3236,1.6103
2012-12-29,,
2012-12-30,,
2012-12-31,1.3222,1.616
2013-01-01,,
2013-01-02,1.3191,1.6242
2013-01-03,1.3184,1.6252
2013-01-04,1.3042,1.6088
2013-01-05,,
2013-01-06,,
2013-01-07,1.3072,1.6069
2013-01-08,1.3124,1.612
2013-01-09,1.308,1.606
2013-01-10,1.3057,1.6018
2013-01-11,1.3267,1.6163
2013-01-12,,
2013-01-13,,
2013-01-14,1.3358,1.6122
2013-01-15,1.3375,1.6074
2013-01-16,1.3298,1.6062
2013-01-17,1.329,1.6
2013-01-18,1.3376,1.5992
2013-01-19,,
2013-01-20,,
2013-01-21,1.3317,1.5853
2013-01-22,1.3316,1.5831
2013-01-23,1.3322,1.584
2013-01-24,1.3309,1.583
2013-01-25,1.3376,1.5788
2013-01-26,,
2013-01-27,,
2013-01-28,1.3461,1.5773
2013-01-29,1.3448,1.5695
2013-01-30,1.3488,1.5756
2013-01-31,1.357,1.5799
2013-02-01,1.3586,1.5858
2013-02-02,,
2013-02-03,,
2013-02-04,1.3648,1.5705
2013-02-05,1.3504,1.5754
2013-02-06,1.3579,1.566
2013-02-07,1.3519,1.5663
2013-02-08,1.3395,1.5713
2013-02-09,,
2013-02-10,,
2013-02-11,,
2013-02-12,1.3409,1.5663
2013-02-13,1.3451,1.5676
2013-02-14,1.3446,1.5537
2013-02-15,1.336,1.5492
2013-02-16,,
2013-02-17,,
2013-02-18,1.335,1.5496
2013-02-19,1.3352,1.5473
2013-02-20,1.3388,1.5427
2013-02-21,1.3286,1.5236
2013-02-22,1.3191,1.5254
2013-02-23,,
2013-02-24,,
2013-02-25,1.3188,1.5107
2013-02-26,1.3067,1.5169
2013-02-27,1.3065,1.5128
2013-02-28,1.3136,1.516
2013-03-01,,
2013-03-02,,
2013-03-03,,
2013-03-04,1.3018,1.503
2013-03-05,1.3022,1.5116
2013-03-06,1.3047,1.5131
2013-03-07,1.2979,1.4991
2013-03-08,1.3102,1.5016
2013-03-09,,
2013-03-10,,
2013-03-11,1.2987,1.4909
2013-03-12,1.3035,1.4908
2013-03-13,1.3027,1.4896
2013-03-14,1.296,1.4926
2013-03-15,1.3012,1.5084
2013-03-16,,
2013-03-17,,
2013-03-18,1.2911,1.5118
2013-03-19,1.2942,1.5094
2013-03-20,1.2861,1.5096
2013-03-21,1.2932,1.5092
2013-03-22,1.2901,1.5179
2013-03-23,,
2013-03-24,,
2013-03-25,1.2973,1.5236
2013-03-26,1.286,1.5175
2013-03-27,1.2862,1.5162
2013-03-28,1.2778,1.5131
2013-03-29,1.2815,1.5197
2013-03-30,,
2013-03-31,,
2013-04-01,1.2807,1.5198
2013-04-02,1.2846,1.5226
2013-04-03,1.2824,1.5107
2013-04-04,1.2843,1.5133
2013-04-05,1.2928,1.5231
2013-04-06,,
2013-04-07,,
2013-04-08,1.2993,1.5346
2013-04-09,1.3017,1.5257
2013-04-10,1.3083,1.532
2013-04-11,1.3062,1.5319
2013-04-12,1.311,1.5389
2013-04-13,,
2013-04-14,,
2013-04-15,1.3102,1.5352
2013-04-16,1.3052,1.5296
2013-04-17,1.3183,1.5368
2013-04-18,1.3035,1.524
2013-04-19,1.3054,1.5285
2013-04-20,,
2013-04-21,,
2013-04-22,1.3062,1.5226
2013-04-23,1.3064,1.5294
2013-04-24,1.3004,1.5238
2013-04-25,1.3014,1.527
2013-04-26,1.3006,1.543
2013-04-27,,
2013-04-28,,
2013-04-29,1.304,1.5482
2013-04-30,1.3097,1.5493
2013-05-01,,
2013-05-02,1.318,1.557
2013-05-03,1.3066,1.5534
2013-05-04,,
2013-05-05,,
2013-05-06,1.3114,1.5564
2013-05-07,1.3074,1.5539
2013-05-08,1.3077,1.548
2013-05-09,1.3157,1.5538
2013-05-10,1.3037,1.5451
2013-05-11,,
2013-05-12,,
2013-05-13,1.2971,1.5354
2013-05-14,1.2979,1.5301
2013-05-15,1.2932,1.5218
2013-05-16,1.2876,1.5225
2013-05-17,,
2013-05-18,,
2013-05-19,,
2013-05-20,1.283,1.5169
2013-05-21,1.2891,1.5264
2013-05-22,1.2914,1.5153
2013-05-23,1.2844,1.504
2013-05-24,1.2929,1.5101
2013-05-25,,
2013-05-26,,
2013-05-27,1.2937,1.5131
2013-05-28,1.2934,1.5111
2013-05-29,1.2848,1.5027
2013-05-30,1.2939,1.5119
2013-05-31,1.3041,1.523
2013-06-01,,
2013-06-02,,
2013-06-03,1.2994,1.5202
2013-06-04,1.3066,1.5314
2013-06-05,1.3082,1.5309
2013-06-06,,
2013-06-07,1.3244,1.5604
2013-06-08,,
2013-06-09,,
2013-06-10,1.3209,1.5536
2013-06-11,1.3254,1.5568
2013-06-12,1.3314,1.5642
2013-06-13,1.334,1.568
2013-06-14,1.3362,1.5709
2013-06-15,,
2013-06-16,,
2013-06-17,1.3347,1.5723
2013-06-18,1.3362,1.5717
2013-06-19,1.3388,1.5633
2013-06-20,1.3284,1.5476
2013-06-21,1.3239,1.5519
2013-06-22,,
2013-06-23,,
2013-06-24,1.3105,1.5385
2013-06-25,1.3129,1.5448
2013-06-26,1.3078,1.541
2013-06-27,1.3014,1.5322
2013-06-28,1.3031,1.5254
2013-06-29,,
2013-06-30,,
2013-07-01,1.3012,1.5207
2013-07-02,1.307,1.5214
2013-07-03,1.2976,1.5149
2013-07-04,1.3009,1.5274
2013-07-05,1.2903,1.5034
2013-07-06,,
2013-07-07,,
2013-07-08,1.2824,1.4874
2013-07-09,1.2866,1.4949
2013-07-10,1.2781,1.4857
2013-07-11,1.314,1.5157
2013-07-12,1.3097,1.5179
2013-07-13,,
2013-07-14,,
2013-07-15,1.306,1.5101
2013-07-16,1.3061,1.5098
2013-07-17,1.3148,1.5135
2013-07-18,1.3118,1.521
2013-07-19,1.311,1.5222
2013-07-20,,
2013-07-21,,
2013-07-22,1.3145,1.5269
2013-07-23,1.3184,1.536
2013-07-24,1.3222,1.5373
2013-07-25,1.3195,1.5317
2013-07-26,1.328,1.5388
2013-07-27,,
2013-07-28,,
2013-07-29,1.3288,1.5394
2013-07-30,1.326,1.5341
2013-07-31,1.3261,1.5237
2013-08-01,1.3298,1.5182
2013-08-02,1.321,1.5117
2013-08-03,,
2013-08-04,,
2013-08-05,1.3276,1.5282
2013-08-06,1.3258,1.5348
2013-08-07,1.3309,1.5353
2013-08-08,1.3336,1.549
2013-08-09,1.3381,1.5537
2013-08-10,,
2013-08-11,,
2013-08-12,1.3338,1.5516
2013-08-13,1.3291,1.5454
2013-08-14,1.3264,1.5447
2013-08-15,,
2013-08-16,1.3347,1.5637
2013-08-17,,
2013-08-18,,
2013-08-19,1.3324,1.562
2013-08-20,1.3336,1.5651
2013-08-21,1.3421,1.5664
2013-08-22,1.335,1.5629
2013-08-23,1.3366,1.5601
2013-08-24,,
2013-08-25,,
2013-08-26,1.3379,1.5574
2013-08-27,1.3375,1.5579
2013-08-28,1.3393,1.5549
2013-08-29,1.3341,1.5531
2013-08-30,1.3238,1.5502
2013-08-31,,
2013-09-01,,
2013-09-02,1.3204,1.5512
2013-09-03,1.3187,1.5543
2013-09-04,1.317,1.5561
2013-09-05,1.32,1.5624
2013-09-06,1.312,1.5588
2013-09-07,,
2013-09-08,,
2013-09-09,1.3173,1.563
2013-09-10,1.3253,1.5697
2013-09-11,1.3265,1.5729
2013-09-12,1.3308,1.5818
2013-09-13,1.3297,1.5802
2013-09-14,,
2013-09-15,,
2013-09-16,1.337,1.5941
2013-09-17,1.3336,1.5899
2013-09-18,,
2013-09-19,,
2013-09-20,,
2013-09-21,,
2013-09-22,,
2013-09-23,1.3532,1.6013
2013-09-24,1.3496,1.6042
2013-09-25,1.3473,1.5997
2013-09-26,1.3521,1.6073
2013-09-27,1.3487,1.6038
2013-09-28,,
2013-09-29,,
2013-09-30,1.3493,1.616
2013-10-01,1.352,1.6186
2013-10-02,1.3522,1.6193
2013-10-03,,
2013-10-04,1.3628,1.6163
2013-10-05,,
2013-10-06,,
2013-10-07,1.3569,1.6038
2013-10-08,1.3577,1.609
2013-10-09,,
2013-10-10,1.3517,1.5953
2013-10-11,1.3527,1.5974
2013-10-12,,
2013-10-13,,
2013-10-14,1.3556,1.5967
2013-10-15,1.3557,1.5969
2013-10-16,1.3528,1.5994
2013-10-17,1.3524,1.5947
2013-10-18,1.3669,1.6156
2013-10-19,,
2013-10-20,,
2013-10-21,1.3685,1.6173
2013-10-22,1.3672,1.6136
2013-10-23,1.378,1.6235
2013-10-24,1.3777,1.6164
2013-10-25,1.3797,1.6198
2013-10-26,,
2013-10-27,,
2013-10-28,1.3809,1.6178
2013-10-29,1.3787,1.6141
2013-10-30,1.3747,1.6052
2013-10-31,1.3723,1.6027
2013-11-01,1.3588,1.6043
2013-11-02,,
2013-11-03,,
2013-11-04,1.3491,1.5922
2013-11-05,1.3512,1.5969
2013-11-06,1.3474,1.6049
2013-11-07,1.3514,1.6081
2013-11-08,1.3417,1.6094
2013-11-09,,
2013-11-10,,
2013-11-11,1.3348,1.6004
2013-11-12,1.3405,1.5984
2013-11-13,1.3433,1.5894
2013-11-14,1.3482,1.6043
2013-11-15,1.3456,1.6063
2013-11-16,,
2013-11-17,,
2013-11-18,1.3486,1.6114
2013-11-19,1.3504,1.611
2013-11-20,1.3539,1.6115
2013-11-21,1.3436,1.61
2013-11-22,1.3477,1.6196
2013-11-23,,
2013-11-24,,
2013-11-25,1.3553,1.6237
2013-11-26,1.3523,1.6162
2013-11-27,1.3569,1.6214
2013-11-28,1.3575,1.6285
2013-11-29,1.3603,1.6341
2013-11-30,,
2013-12-01,,
2013-12-02,1.3584,1.6374
2013-12-03,1.3541,1.6354
2013-12-04,1.359,1.6386
2013-12-05,1.359,1.6378
2013-12-06,1.3672,1.6336
2013-12-07,,
2013-12-08,,
2013-12-09,1.3711,1.6346
2013-12-10,1.3736,1.6424
2013-12-11,1.3762,1.6449
2013-12-12,1.3787,1.638
2013-12-13,1.3748,1.6343
2013-12-14,,
2013-12-15,,
2013-12-16,1.3739,1.6306
2013-12-17,1.3761,1.6298
2013-12-18,1.377,1.6271
2013-12-19,1.367,1.6376
2013-12-20,1.3655,1.6363
2013-12-21,,
2013-12-22,,
2013-12-23,1.3676,1.6325
2013-12-24,1.3695,1.6348
2013-12-25,,
2013-12-26,1.3679,1.6352
2013-12-27,1.3692,1.6412
2013-12-28,,
2013-12-29,,
2013-12-30,1.3751,1.6489
2013-12-31,1.3799,1.6494
2014-01-01,,
2014-01-02,1.3768,1.6582
2014-01-03,1.3666,1.6448
2014-01-04,,
2014-01-05,,
2014-01-06,1.3593,1.6408
2014-01-07,1.3629,1.641
2014-01-08,1.3615,1.64
2014-01-09,1.3578,1.6444
2014-01-10,1.3605,1.6473
2014-01-11,,
2014-01-12,,
2014-01-13,1.3665,1.6487
2014-01-14,1.3669,1.6385
2014-01-15,1.3676,1.644
2014-01-16,1.3605,1.6366
2014-01-17,1.3618,1.6353
2014-01-18,,
2014-01-19,,
2014-01-20,1.3529,1.642
2014-01-21,1.3556,1.643
2014-01-22,1.3558,1.6475
2014-01-23,1.3546,1.6567
2014-01-24,1.3696,1.6639
2014-01-25,,
2014-01-26,,
2014-01-27,1.3684,1.6477
2014-01-28,1.3673,1.6578
2014-01-29,1.3654,1.6565
2014-01-30,,
2014-01-31,,
2014-02-01,,
2014-02-02,,
2014-02-03,1.3491,1.6429
2014-02-04,1.3526,1.6307
2014-02-05,1.3512,1.6325
2014-02-06,1.3531,1.6315
2014-02-07,1.359,1.6321
2014-02-08,,
2014-02-09,,
2014-02-10,1.3624,1.6409
2014-02-11,1.3644,1.6406
2014-02-12,1.3637,1.6448
2014-02-13,1.3594,1.6611
2014-02-14,1.3679,1.6656
2014-02-15,,
2014-02-16,,
2014-02-17,1.3702,1.6757
2014-02-18,1.3707,1.6719
2014-02-19,1.3761,1.6679
2014-02-20,1.3734,1.6679
2014-02-21,1.372,1.6655
2014-02-22,,
2014-02-23,,
2014-02-24,1.374,1.6632
2014-02-25,1.3732,1.6654
2014-02-26,1.3746,1.6676
2014-02-27,1.3682,1.6665
2014-02-28,1.3708,1.669
2014-03-01,,
2014-03-02,,
2014-03-03,1.3776,1.6742
2014-03-04,1.3736,1.6664
2014-03-05,1.3738,1.6666
2014-03-06,1.3733,1.6716
2014-03-07,1.3864,1.6744
2014-03-08,,
2014-03-09,,
2014-03-10,1.3878,1.6724
2014-03-11,1.3878,1.6644
2014-03-12,1.3855,1.6618
2014-03-13,1.3904,1.6625
2014-03-14,1.3868,1.6622
2014-03-15,,
2014-03-16,,
2014-03-17,1.3908,1.6636
2014-03-18,1.3925,1.6636
2014-03-19,1.3932,1.6594
2014-03-20,1.3823,1.6538
2014-03-21,1.378,1.6505
2014-03-22,,
2014-03-23,,
2014-03-24,1.3793,1.6487
2014-03-25,1.3836,1.6496
2014-03-26,1.3827,1.6534
2014-03-27,1.3781,1.6576
2014-03-28,1.3739,1.6607
2014-03-29,,
2014-03-30,,
2014-03-31,1.3748,1.6641
2014-04-01,1.3774,1.6665
2014-04-02,1.3796,1.663
2014-04-03,1.3766,1.6624
2014-04-04,1.3719,1.6595
2014-04-05,,
2014-04-06,,
2014-04-07,1.37,1.6579
2014-04-08,1.3743,1.6609
2014-04-09,1.3793,1.6749
2014-04-10,1.3856,1.68
2014-04-11,1.3885,1.6781
2014-04-12,,
2014-04-13,,
2014-04-14,1.3845,1.6734
2014-04-15,1.3819,1.6728
2014-04-16,1.3815,1.6728
2014-04-17,1.3819,1.68
2014-04-18,1.3813,1.6791
2014-04-19,,
2014-04-20,,
2014-04-21,1.3814,1.6798
2014-04-22,1.3793,1.6792
2014-04-23,1.3808,1.6826
2014-04-24,1.382,1.6778
2014-04-25,1.3835,1.6807
2014-04-26,,
2014-04-27,,
2014-04-28,1.384,1.6802
2014-04-29,1.3852,1.681
2014-04-30,1.3812,1.6822
2014-05-01,,
2014-05-02,1.3869,1.6891
2014-05-03,,
2014-05-04,,
2014-05-05,,
2014-05-06,,
2014-05-07,1.3926,1.6973
2014-05-08,1.3912,1.6956
2014-05-09,1.3841,1.6933
2014-05-10,,
2014-05-11,,
2014-05-12,1.376,1.6858
2014-05-13,1.3757,1.6871
2014-05-14,1.3705,1.6829
2014-05-15,1.3717,1.6767
2014-05-16,1.3715,1.6793
2014-05-17,,
2014-05-18,,
2014-05-19,1.3697,1.6824
2014-05-20,1.3709,1.6814
2014-05-21,1.37,1.6836
2014-05-22,1.3687,1.6898
2014-05-23,1.3655,1.6868
2014-05-24,,
2014-05-25,,
2014-05-26,1.3628,1.6832
2014-05-27,1.3645,1.6842
2014-05-28,1.3637,1.681
2014-05-29,1.3594,1.6715
2014-05-30,1.3602,1.6722
2014-05-31,,
2014-06-01,,
2014-06-02,1.3625,1.6755
2014-06-03,1.3598,1.6746
2014-06-04,,
2014-06-05,1.3602,1.6738
2014-06-06,,
2014-06-07,,
2014-06-08,,
2014-06-09,1.3644,1.6805
2014-06-10,1.3593,1.6802
2014-06-11,1.3546,1.6754
2014-06-12,1.3532,1.6789
2014-06-13,1.355,1.6933
2014-06-14,,
2014-06-15,,
2014-06-16,1.3534,1.6976
2014-06-17,1.3574,1.6981
2014-06-18,1.3547,1.696
2014-06-19,1.3588,1.6989
2014-06-20,1.361,1.7039
2014-06-21,,
2014-06-22,,
2014-06-23,1.3594,1.702
2014-06-24,1.3603,1.703
2014-06-25,1.3605,1.6985
2014-06-26,1.363,1.6986
2014-06-27,1.3613,1.7026
2014-06-28,,
2014-06-29,,
2014-06-30,1.3645,1.7034
2014-07-01,1.3691,1.7108
2014-07-02,1.3681,1.7149
2014-07-03,1.3657,1.7161
2014-07-04,1.361,1.7153
2014-07-05,,
2014-07-06,,
2014-07-07,1.3588,1.7154
2014-07-08,1.3607,1.7133
2014-07-09,1.3613,1.7131
2014-07-10,1.3641,1.7154
2014-07-11,1.3606,1.7129
2014-07-12,,
2014-07-13,,
2014-07-14,1.3605,1.7121
2014-07-15,1.3621,1.7086
2014-07-16,1.3568,1.7141
2014-07-17,1.3526,1.714
2014-07-18,1.3521,1.7092
2014-07-19,,
2014-07-20,,
2014-07-21,1.3531,1.7089
2014-07-22,1.3525,1.707
2014-07-23,1.3467,1.7065
2014-07-24,1.3457,1.7033
2014-07-25,1.3464,1.6988
2014-07-26,,
2014-07-27,,
2014-07-28,1.3433,1.6981
2014-07-29,1.3438,1.6982
2014-07-30,1.341,1.6945
2014-07-31,1.3393,1.6907
2014-08-01,1.3389,1.689
2014-08-02,,
2014-08-03,,
2014-08-04,1.3426,1.6819
2014-08-05,1.3422,1.6862
2014-08-06,1.3371,1.688
2014-08-07,1.3383,1.6855
2014-08-08,1.336,1.6832
2014-08-09,,
2014-08-10,,
2014-08-11,1.3407,1.6779
2014-08-12,1.3385,1.6786
2014-08-13,1.3369,1.6808
2014-08-14,1.3362,1.6688
2014-08-15,,
2014-08-16,,
2014-08-17,,
2014-08-18,1.3389,1.6714
2014-08-19,1.336,1.6723
2014-08-20,1.332,1.6621
2014-08-21,1.3259,1.6596
2014-08-22,1.3281,1.6579
2014-08-23,,
2014-08-24,,
2014-08-25,1.3197,1.6547
2014-08-26,1.3187,1.6568
2014-08-27,1.3168,1.6548
2014-08-28,1.3193,1.6575
2014-08-29,1.3183,1.6588
2014-08-30,,
2014-08-31,,
2014-09-01,1.3134,1.6589
2014-09-02,1.3131,1.6612
2014-09-03,1.3134,1.6469
2014-09-04,1.3151,1.6463
2014-09-05,1.2941,1.6319
2014-09-06,,
2014-09-07,,
2014-09-08,,
2014-09-09,,
2014-09-10,,
2014-09-11,1.2922,1.6208
2014-09-12,1.2922,1.6256
2014-09-13,,
2014-09-14,,
2014-09-15,1.2961,1.6258
2014-09-16,1.2939,1.623
2014-09-17,1.2955,1.6262
2014-09-18,1.2841,1.6259
2014-09-19,1.2918,1.6435
2014-09-20,,
2014-09-21,,
2014-09-22,1.2838,1.6317
2014-09-23,1.285,1.637
2014-09-24,1.2847,1.6391
