적용일자,총수익지수,전일대비,순가격지수,전일대비
2017-02-15,168.72,-0.1,111.51,-0.07
2017-02-16,168.73,0.01,111.51,0
2017-02-17,168.79,0.06,111.53,0.02
2017-02-20,168.55,-0.24,111.37,-0.16
2017-02-21,168.56,0.01,111.37,0
2017-02-22,168.29,-0.27,111.19,-0.18
2017-02-23,168.56,0.27,111.36,0.17
2017-02-24,168.7,0.14,111.44,0.08
2017-02-27,168.75,0.05,111.47,0.03
2017-02-28,168.75,0,111.46,-0.01
2017-03-02,168.42,-0.33,111.23,-0.23
2017-03-03,168.41,-0.01,111.22,-0.01
2017-03-06,168.21,-0.2,111.08,-0.14
2017-03-07,167.88,-0.33,110.85,-0.23
2017-03-08,167.97,0.09,110.91,0.06
2017-03-09,167.86,-0.11,110.83,-0.08
2017-03-10,167.9,0.04,110.72,-0.11
2017-03-13,167.77,-0.13,110.75,0.03
2017-03-14,168.09,0.32,110.96,0.21
2017-03-15,168.21,0.12,111.03,0.07
2017-03-16,168.86,0.65,111.46,0.43
2017-03-17,168.97,0.11,111.51,0.05
2017-03-20,168.97,0,111.51,0
2017-03-21,168.99,0.02,111.52,0.01
2017-03-22,169.14,0.15,111.62,0.1
2017-03-23,169.16,0.02,111.62,0
2017-03-24,168.94,-0.22,111.46,-0.16
2017-03-27,169.21,0.27,111.64,0.18
2017-03-28,169.12,-0.09,111.58,-0.06
2017-03-29,169.18,0.06,111.61,0.03
2017-03-30,169.07,-0.11,111.53,-0.08
2017-03-31,169.17,0.1,111.59,0.06
2017-04-03,169.18,0.01,111.58,-0.01
2017-04-04,169.41,0.23,111.73,0.15
2017-04-05,169.33,-0.08,111.67,-0.06
2017-04-06,169.09,-0.24,111.51,-0.16
2017-04-07,169.05,-0.04,111.47,-0.04
2017-04-10,168.66,-0.39,111.21,-0.26
2017-04-11,168.96,0.3,111.4,0.19
2017-04-12,169.01,0.05,111.43,0.03
2017-04-13,169.21,0.2,111.56,0.13
2017-04-14,169.13,-0.08,111.49,-0.07
2017-04-17,169.31,0.18,111.6,0.11
2017-04-18,169.31,0,111.6,0
2017-04-19,169.41,0.1,111.66,0.06
2017-04-20,169.4,-0.01,111.65,-0.01
2017-04-21,169.32,-0.08,111.58,-0.07
2017-04-24,169.11,-0.21,111.44,-0.14
2017-04-25,169.19,0.08,111.49,0.05
2017-04-26,169.16,-0.03,111.46,-0.03
2017-04-27,169.27,0.11,111.53,0.07
2017-04-28,169.19,-0.08,111.46,-0.07
2017-05-02,169.05,-0.14,111.36,-0.1
2017-05-04,169.22,0.17,111.45,0.09
2017-05-08,169,-0.22,111.29,-0.16
2017-05-10,168.73,-0.27,111.11,-0.18
2017-05-11,168.71,-0.02,111.1,-0.01
2017-05-12,168.87,0.16,111.18,0.08
2017-05-15,168.81,-0.06,111.14,-0.04
2017-05-16,168.86,0.05,111.17,0.03
2017-05-17,169.15,0.29,111.36,0.19
2017-05-18,169.12,-0.03,111.33,-0.03
2017-05-19,169.21,0.09,111.38,0.05
2017-05-22,169.13,-0.08,111.32,-0.06
2017-05-23,169.2,0.07,111.36,0.04
2017-05-24,169.12,-0.08,111.3,-0.06
2017-05-25,169.17,0.05,111.33,0.03
2017-05-26,169.29,0.12,111.4,0.07
2017-05-29,169.29,0,111.39,-0.01
2017-05-30,169.45,0.16,111.5,0.11
2017-05-31,169.48,0.03,111.51,0.01
2017-06-01,169.57,0.09,111.56,0.05
2017-06-02,169.62,0.05,111.58,0.02
2017-06-05,169.8,0.18,111.69,0.11
2017-06-07,169.9,0.1,111.75,0.06
2017-06-08,169.77,-0.13,111.66,-0.09
2017-06-09,169.79,0.02,111.1,-0.56
2017-06-12,169.58,-0.21,111.21,0.11
2017-06-13,169.48,-0.1,111.14,-0.07
2017-06-14,169.85,0.37,111.38,0.24
2017-06-15,170.06,0.21,111.51,0.13
2017-06-16,169.93,-0.13,111.41,-0.1
2017-06-19,169.99,0.06,111.44,0.03
2017-06-20,170.04,0.05,111.47,0.03
2017-06-21,170.03,-0.01,111.46,-0.01
2017-06-22,170.01,-0.02,111.44,-0.02
2017-06-23,170.1,0.09,111.49,0.05
2017-06-26,170.13,0.03,111.5,0.01
2017-06-27,170.16,0.03,111.52,0.02
2017-06-28,169.82,-0.34,111.29,-0.23
2017-06-29,169.79,-0.03,111.26,-0.03
2017-06-30,169.71,-0.08,111.2,-0.06
2017-07-03,169.64,-0.07,111.15,-0.05
2017-07-04,169.41,-0.23,110.99,-0.16
2017-07-05,169.41,0,110.98,-0.01
2017-07-06,169.36,-0.05,110.95,-0.03
2017-07-07,169.11,-0.25,110.77,-0.18
2017-07-10,169.33,0.22,110.91,0.14
2017-07-11,169.42,0.09,110.96,0.05
2017-07-12,169.48,0.06,110.99,0.03
2017-07-13,169.68,0.2,111.12,0.13
2017-07-14,169.58,-0.1,111.04,-0.08
2017-07-17,169.51,-0.07,110.99,-0.05
2017-07-18,169.66,0.15,111.08,0.09
2017-07-19,169.61,-0.05,111.04,-0.04
2017-07-20,169.72,0.11,111.11,0.07
2017-07-21,169.9,0.18,111.22,0.11
2017-07-24,169.92,0.02,111.22,0
2017-07-25,170,0.08,111.27,0.05
2017-07-26,169.77,-0.23,111.11,-0.16
2017-07-27,169.98,0.21,111.25,0.14
2017-07-28,169.84,-0.14,111.14,-0.11
2017-07-31,169.92,0.08,111.19,0.05
2017-08-01,169.77,-0.15,111.09,-0.1
2017-08-02,169.82,0.05,111.12,0.03
2017-08-03,169.79,-0.03,111.09,-0.03
2017-08-04,169.82,0.03,111.1,0.01
2017-08-07,169.65,-0.17,110.98,-0.12
2017-08-08,169.37,-0.28,110.79,-0.19
2017-08-09,169.21,-0.16,110.68,-0.11
2017-08-10,169.28,0.07,110.72,0.04
2017-08-11,169.47,0.19,110.83,0.11
2017-08-14,169.5,0.03,110.84,0.01
2017-08-16,169.31,-0.19,110.71,-0.13
2017-08-17,169.46,0.15,110.81,0.1
2017-08-18,169.54,0.08,110.84,0.03
2017-08-21,169.64,0.1,110.9,0.06
2017-08-22,169.57,-0.07,110.85,-0.05
2017-08-23,169.57,0,110.85,0
2017-08-24,169.65,0.08,110.9,0.05
2017-08-25,169.93,0.28,111.06,0.16
2017-08-28,169.94,0.01,111.07,0.01
2017-08-29,169.89,-0.05,111.03,-0.04
2017-08-30,170.01,0.12,111.1,0.07
2017-08-31,169.93,-0.08,111.05,-0.05
2017-09-01,169.95,0.02,111.04,-0.01
2017-09-04,169.7,-0.25,110.87,-0.17
2017-09-05,169.7,0,110.87,0
2017-09-06,169.87,0.17,110.98,0.11
2017-09-07,169.87,0,110.97,-0.01
2017-09-08,170.08,0.21,111.1,0.13
2017-09-11,170.18,0.1,110.99,-0.11
2017-09-12,170.2,0.02,111.16,0.17
2017-09-13,170.25,0.05,111.19,0.03
2017-09-14,170.25,0,111.18,-0.01
2017-09-15,170.23,-0.02,111.15,-0.03
2017-09-18,170.19,-0.04,111.12,-0.03
2017-09-19,170.01,-0.18,111,-0.12
2017-09-20,170.05,0.04,111.02,0.02
2017-09-21,170.07,0.02,111.03,0.01
2017-09-22,170.14,0.07,111.05,0.02
2017-09-25,170.12,-0.02,111.04,-0.01
2017-09-26,169.81,-0.31,110.83,-0.21
2017-09-27,169.39,-0.42,110.55,-0.28
2017-09-28,169.25,-0.14,110.45,-0.1
2017-09-29,169.31,0.06,110.43,-0.02
2017-10-10,169.09,-0.22,110.28,-0.15
2017-10-11,169.12,0.03,110.3,0.02
2017-10-12,169.32,0.2,110.42,0.12
2017-10-13,169.35,0.03,110.43,0.01
2017-10-16,169.33,-0.02,110.41,-0.02
2017-10-17,169.22,-0.11,110.34,-0.07
2017-10-18,169.3,0.08,110.38,0.04
2017-10-19,168.97,-0.33,110.16,-0.22
2017-10-20,168.43,-0.54,109.79,-0.37
2017-10-23,168.64,0.21,109.92,0.13
2017-10-24,168.6,-0.04,109.89,-0.03
2017-10-25,168.26,-0.34,109.66,-0.23
2017-10-26,167.82,-0.44,109.37,-0.29
2017-10-27,167.85,0.03,109.38,0.01
2017-10-30,168.07,0.22,109.51,0.13
2017-10-31,167.79,-0.28,109.32,-0.19
2017-11-01,167.99,0.2,109.45,0.13
2017-11-02,168.13,0.14,109.54,0.09
2017-11-03,168.18,0.05,109.55,0.01
2017-11-06,168,-0.18,109.43,-0.12
2017-11-07,168.12,0.12,109.5,0.07
2017-11-08,168.08,-0.04,109.47,-0.03
2017-11-09,168.18,0.1,109.53,0.06
2017-11-10,168.1,-0.08,109.46,-0.07
2017-11-13,167.93,-0.17,109.35,-0.11
2017-11-14,167.69,-0.24,109.18,-0.17
2017-11-15,167.99,0.3,109.38,0.2
2017-11-16,168.11,0.12,109.45,0.07
2017-11-17,168.04,-0.07,109.38,-0.07
2017-11-20,168.22,0.18,109.5,0.12
2017-11-21,168.24,0.02,109.51,0.01
2017-11-22,168.21,-0.03,109.48,-0.03
2017-11-23,168.46,0.25,109.64,0.16
2017-11-24,168.31,-0.15,109.53,-0.11
2017-11-27,168.39,0.08,109.57,0.04
2017-11-28,168.72,0.33,109.78,0.21
2017-11-29,168.72,0,109.78,0
2017-11-30,168.91,0.19,109.9,0.12
2017-12-01,168.84,-0.07,109.83,-0.07
2017-12-04,168.91,0.07,109.87,0.04
2017-12-05,168.77,-0.14,109.78,-0.09
2017-12-06,169.01,0.24,109.93,0.15
2017-12-07,168.88,-0.13,109.84,-0.09
2017-12-08,168.87,-0.01,109.82,-0.02
2017-12-11,168.44,-0.43,109.19,-0.63
2017-12-12,168.57,0.13,109.61,0.42
2017-12-13,168.65,0.08,109.66,0.05
2017-12-14,168.64,-0.01,109.65,-0.01
2017-12-15,168.72,0.08,109.68,0.03
2017-12-18,168.7,-0.02,109.66,-0.02
2017-12-19,168.59,-0.11,109.58,-0.08
2017-12-20,168.58,-0.01,109.57,-0.01
2017-12-21,168.48,-0.1,109.5,-0.07
2017-12-22,168.33,-0.15,109.38,-0.12
2017-12-26,168.38,0.05,109.4,0.02
2017-12-27,168.28,-0.1,109.33,-0.07
2017-12-28,168.45,0.17,109.41,0.08
2018-01-02,168.46,0.01,109.41,0
2018-01-03,168.39,-0.07,109.37,-0.04
2018-01-04,168.28,-0.11,109.29,-0.08
2018-01-05,168.43,0.15,109.37,0.08
2018-01-08,168.3,-0.13,109.28,-0.09
2018-01-09,168.19,-0.11,109.2,-0.08
2018-01-10,167.76,-0.43,108.91,-0.29
2018-01-11,168.08,0.32,109.11,0.2
2018-01-12,167.86,-0.22,108.95,-0.16
2018-01-15,167.58,-0.28,108.77,-0.18
2018-01-16,167.66,0.08,108.81,0.04
2018-01-17,167.65,-0.01,108.8,-0.01
2018-01-18,167.91,0.26,108.96,0.16
2018-01-19,167.89,-0.02,108.93,-0.03
2018-01-22,167.85,-0.04,108.9,-0.03
2018-01-23,167.77,-0.08,108.85,-0.05
2018-01-24,167.88,0.11,108.91,0.06
2018-01-25,167.74,-0.14,108.81,-0.1
2018-01-26,167.67,-0.07,108.75,-0.06
2018-01-29,167.18,-0.49,108.43,-0.32
2018-01-30,167.03,-0.15,108.32,-0.11
2018-01-31,167.13,0.1,108.38,0.06
2018-02-01,167.27,0.14,108.46,0.08
2018-02-02,167.34,0.07,108.49,0.03
2018-02-05,167.11,-0.23,108.34,-0.15
2018-02-06,167.49,0.38,108.58,0.24
2018-02-07,167.62,0.13,108.66,0.08
2018-02-08,167.47,-0.15,108.56,-0.1
2018-02-09,167.39,-0.08,108.48,-0.08
2018-02-12,167.17,-0.22,108.33,-0.15
2018-02-13,167.35,0.18,108.44,0.11
2018-02-14,167.44,0.09,108.48,0.04
2018-02-19,167.27,-0.17,108.36,-0.12
2018-02-20,167.2,-0.07,108.31,-0.05
2018-02-21,167.26,0.06,108.34,0.03
2018-02-22,167.26,0,108.33,-0.01
2018-02-23,167.42,0.16,108.42,0.09
2018-02-26,167.61,0.19,108.54,0.12
2018-02-27,167.73,0.12,108.61,0.07
2018-02-28,167.73,0,108.6,-0.01
2018-03-02,167.66,-0.07,108.54,-0.06
2018-03-05,167.63,-0.03,108.51,-0.03
2018-03-06,167.58,-0.05,108.47,-0.04
2018-03-07,167.73,0.15,108.57,0.1
2018-03-08,167.81,0.08,108.61,0.04
2018-03-09,167.74,-0.07,108.19,-0.42
2018-03-12,167.52,-0.22,108.22,0.03
2018-03-13,167.63,0.11,108.28,0.06
2018-03-14,167.87,0.24,108.44,0.16
2018-03-15,167.99,0.12,108.5,0.06
2018-03-16,167.91,-0.08,108.43,-0.07
2018-03-19,167.93,0.02,108.44,0.01
2018-03-20,167.9,-0.03,108.42,-0.02
2018-03-21,167.94,0.04,108.43,0.01
2018-03-22,168.14,0.2,108.56,0.13
2018-03-23,168.48,0.34,108.77,0.21
2018-03-26,168.29,-0.19,108.63,-0.14
2018-03-27,168.37,0.08,108.68,0.05
2018-03-28,168.59,0.22,108.81,0.13
2018-03-29,168.53,-0.06,108.77,-0.04
2018-03-30,168.7,0.17,108.86,0.09
2018-04-02,168.57,-0.13,108.77,-0.09
2018-04-03,168.75,0.18,108.89,0.12
2018-04-04,168.86,0.11,108.95,0.06
2018-04-05,168.82,-0.04,108.92,-0.03
2018-04-06,169.03,0.21,109.04,0.12
2018-04-09,168.99,-0.04,109,-0.04
2018-04-10,168.86,-0.13,108.91,-0.09
2018-04-11,169.09,0.23,109.05,0.14
2018-04-12,169.18,0.09,109.11,0.06
2018-04-13,169.14,-0.04,109.06,-0.05
2018-04-16,169.02,-0.12,108.98,-0.08
2018-04-17,168.94,-0.08,108.92,-0.06
2018-04-18,168.77,-0.17,108.8,-0.12
2018-04-19,168.83,0.06,108.84,0.04
2018-04-20,168.73,-0.1,108.76,-0.08
2018-04-23,168.44,-0.29,108.56,-0.2
2018-04-24,168.42,-0.02,108.54,-0.02
2018-04-25,168.26,-0.16,108.43,-0.11
2018-04-26,168.33,0.07,108.47,0.04
2018-04-27,168.7,0.37,108.69,0.22
2018-04-30,168.62,-0.08,108.63,-0.06
2018-05-02,168.43,-0.19,108.5,-0.13
2018-05-03,168.38,-0.05,108.46,-0.04
2018-05-04,168.25,-0.13,108.35,-0.11
2018-05-08,168.08,-0.17,108.24,-0.11
2018-05-09,168.03,-0.05,108.2,-0.04
2018-05-10,168.27,0.24,108.35,0.15
2018-05-11,168.24,-0.03,108.31,-0.04
2018-05-14,168.11,-0.13,108.22,-0.09
2018-05-15,168.05,-0.06,108.18,-0.04
2018-05-16,168.2,0.15,108.26,0.08
2018-05-17,168.33,0.13,108.34,0.08
2018-05-18,168.51,0.18,108.44,0.1
2018-05-21,168.53,0.02,108.44,0
2018-05-23,168.62,0.09,108.5,0.06
2018-05-24,168.94,0.32,108.7,0.2
2018-05-25,168.97,0.03,108.69,-0.01
2018-05-28,168.85,-0.12,108.62,-0.07
2018-05-29,169.09,0.24,108.76,0.14
2018-05-30,169.09,0,108.75,-0.01
2018-05-31,169.08,-0.01,108.74,-0.01
2018-06-01,169.1,0.02,108.74,0
2018-06-04,168.95,-0.15,108.64,-0.1
2018-06-05,169,0.05,108.65,0.01
2018-06-07,168.84,-0.16,108.55,-0.1
2018-06-08,169.06,0.22,108.67,0.12
2018-06-11,168.91,-0.15,108.18,-0.49
2018-06-12,168.13,-0.78,108.05,-0.13
2018-06-14,168.96,0.83,108.58,0.53
2018-06-15,169.29,0.33,108.77,0.19
2018-06-18,169.44,0.15,108.86,0.09
2018-06-19,169.64,0.2,108.98,0.12
2018-06-20,169.67,0.03,109,0.02
2018-06-21,169.8,0.13,109.08,0.08
2018-06-22,169.78,-0.02,109.04,-0.04
2018-06-25,169.86,0.08,109.08,0.04
2018-06-26,169.8,-0.06,109.04,-0.04
2018-06-27,170.08,0.28,109.22,0.18
2018-06-28,170.23,0.15,109.31,0.09
2018-06-29,170.21,-0.02,109.27,-0.04
2018-07-02,170.33,0.12,109.35,0.08
2018-07-03,170.1,-0.23,109.19,-0.16
2018-07-04,170.3,0.2,109.31,0.12
2018-07-05,170.4,0.1,109.37,0.06
2018-07-06,170.29,-0.11,109.28,-0.09
2018-07-09,170.35,0.06,109.31,0.03
2018-07-10,170.42,0.07,109.35,0.04
2018-07-11,170.68,0.26,109.51,0.16
2018-07-12,170.51,-0.17,109.4,-0.11
2018-07-13,170.42,-0.09,109.32,-0.08
2018-07-16,170.56,0.14,109.4,0.08
2018-07-17,170.47,-0.09,109.34,-0.06
2018-07-18,170.65,0.18,109.45,0.11
2018-07-19,170.61,-0.04,109.42,-0.03
2018-07-20,170.73,0.12,109.47,0.05
2018-07-23,170.68,-0.05,109.44,-0.03
2018-07-24,170.5,-0.18,109.31,-0.13
2018-07-25,170.68,0.18,109.42,0.11
2018-07-26,170.69,0.01,109.42,0
2018-07-27,170.47,-0.22,109.26,-0.16
2018-07-30,170.48,0.01,109.26,0
2018-07-31,170.62,0.14,109.34,0.08
2018-08-01,170.38,-0.24,109.18,-0.16
2018-08-02,170.49,0.11,109.25,0.07
2018-08-03,170.5,0.01,109.23,-0.02
2018-08-06,170.7,0.2,109.35,0.12
2018-08-07,170.77,0.07,109.39,0.04
2018-08-08,170.79,0.02,109.4,0.01
2018-08-09,171.03,0.24,109.55,0.15
2018-08-10,171.19,0.16,109.63,0.08
2018-08-13,171.18,-0.01,109.62,-0.01
2018-08-14,171.09,-0.09,109.55,-0.07
2018-08-16,171.28,0.19,109.67,0.12
2018-08-17,171.61,0.33,109.86,0.19
2018-08-20,171.84,0.23,110,0.14
2018-08-21,172.2,0.36,110.22,0.22
2018-08-22,172.01,-0.19,110.09,-0.13
2018-08-23,171.99,-0.02,110.08,-0.01
2018-08-24,172.02,0.03,110.08,0
2018-08-27,172.1,0.08,110.12,0.04
2018-08-28,172.17,0.07,110.16,0.04
2018-08-29,172.21,0.04,110.18,0.02
2018-08-30,172.11,-0.1,110.11,-0.07
2018-08-31,172.56,0.45,110.38,0.27
2018-09-03,172.66,0.1,110.44,0.06
2018-09-04,172.67,0.01,110.44,0
2018-09-05,172.82,0.15,110.53,0.09
2018-09-06,172.81,-0.01,110.51,-0.02
2018-09-07,172.83,0.02,110.5,-0.01
2018-09-10,173.25,0.42,110.57,0.07
2018-09-11,173.18,-0.07,110.72,0.15
2018-09-12,173.38,0.2,110.84,0.12
2018-09-13,173.28,-0.1,110.77,-0.07
2018-09-14,172.96,-0.32,110.54,-0.23
2018-09-17,172.9,-0.06,110.5,-0.04
2018-09-18,172.72,-0.18,110.38,-0.12
2018-09-19,172.6,-0.12,110.29,-0.09
2018-09-20,172.21,-0.39,110.04,-0.25
2018-09-21,172.29,0.08,110.05,0.01
2018-09-27,172.61,0.32,110.25,0.2
2018-09-28,172.72,0.11,110.3,0.05
2018-10-01,172.56,-0.16,110.18,-0.12
2018-10-02,172.68,0.12,110.25,0.07
2018-10-04,172.14,-0.54,109.9,-0.35
2018-10-05,172.04,-0.1,109.81,-0.09
2018-10-08,172.07,0.03,109.82,0.01
2018-10-10,172.33,0.26,109.98,0.16
2018-10-11,172.79,0.46,110.26,0.28
2018-10-12,172.47,-0.32,110.04,-0.22
2018-10-15,172.62,0.15,110.13,0.09
2018-10-16,172.59,-0.03,110.11,-0.02
2018-10-17,172.86,0.27,110.28,0.17
2018-10-18,173.3,0.44,110.55,0.27
2018-10-19,173.14,-0.16,110.42,-0.13
2018-10-22,173.02,-0.12,110.34,-0.08
2018-10-23,173.24,0.22,110.48,0.14
2018-10-24,173.2,-0.04,110.44,-0.04
2018-10-25,173.52,0.32,110.64,0.2
2018-10-26,173.67,0.15,110.72,0.08
2018-10-29,174.25,0.58,111.08,0.36
2018-10-30,173.96,-0.29,110.89,-0.19
2018-10-31,173.85,-0.11,110.81,-0.08
2018-11-01,173.73,-0.12,110.73,-0.08
2018-11-02,173.44,-0.29,110.53,-0.2
2018-11-05,173.49,0.05,110.55,0.02
2018-11-06,173.49,0,110.54,-0.01
2018-11-07,173.63,0.14,110.63,0.09
2018-11-08,173.68,0.05,110.65,0.02
2018-11-09,173.84,0.16,110.74,0.09
2018-11-12,174.05,0.21,110.86,0.12
2018-11-13,173.99,-0.06,110.82,-0.04
2018-11-14,174.16,0.17,110.92,0.1
2018-11-15,173.92,-0.24,110.76,-0.16
2018-11-16,174.03,0.11,110.81,0.05
2018-11-19,174.14,0.11,110.87,0.06
2018-11-20,174.13,-0.01,110.86,-0.01
2018-11-21,174.14,0.01,110.86,0
2018-11-22,174.17,0.03,110.87,0.01
2018-11-23,174.4,0.23,111,0.13
2018-11-26,174.47,0.07,111.04,0.04
2018-11-27,174.55,0.08,111.08,0.04
2018-11-28,174.52,-0.03,111.05,-0.03
2018-11-29,174.78,0.26,111.22,0.17
2018-11-30,174.8,0.02,111.21,-0.01
2018-12-03,174.68,-0.12,111.13,-0.08
2018-12-04,174.82,0.14,111.21,0.08
2018-12-05,175.08,0.26,111.37,0.16
2018-12-06,175.6,0.52,111.7,0.33
2018-12-07,175.61,0.01,111.69,-0.01
2018-12-10,176.62,1.01,111.89,0.2
2018-12-11,176.61,-0.01,112.31,0.42
2018-12-12,176.4,-0.21,112.17,-0.14
2018-12-13,176.41,0.01,112.17,0
2018-12-14,176.48,0.07,112.2,0.03
2018-12-17,176.53,0.05,112.22,0.02
2018-12-18,176.65,0.12,112.29,0.07
2018-12-19,176.94,0.29,112.47,0.18
2018-12-20,176.9,-0.04,112.43,-0.04
2018-12-21,176.59,-0.31,112.22,-0.21
2018-12-24,176.51,-0.08,112.15,-0.07
2018-12-26,176.77,0.26,112.31,0.16
2018-12-27,176.78,0.01,112.31,0
2018-12-28,176.78,0,112.27,-0.04
2019-01-02,176.9,0.12,112.35,0.08
2019-01-03,176.95,0.05,112.37,0.02
2019-01-04,176.82,-0.13,112.27,-0.1
2019-01-07,176.84,0.02,112.27,0
2019-01-08,176.72,-0.12,112.19,-0.08
2019-01-09,176.74,0.02,112.2,0.01
2019-01-10,176.89,0.15,112.29,0.09
2019-01-11,176.75,-0.14,112.17,-0.12
2019-01-14,176.94,0.19,112.29,0.12
2019-01-15,177.01,0.07,112.33,0.04
2019-01-16,176.92,-0.09,112.26,-0.07
2019-01-17,176.97,0.05,112.29,0.03
2019-01-18,176.8,-0.17,112.15,-0.14
2019-01-21,176.7,-0.1,112.08,-0.07
2019-01-22,176.86,0.16,112.18,0.1
2019-01-23,176.99,0.13,112.25,0.07
2019-01-24,176.93,-0.06,112.21,-0.04
2019-01-25,176.86,-0.07,112.15,-0.06
2019-01-28,176.82,-0.04,112.11,-0.04
2019-01-29,176.82,0,112.1,-0.01
2019-01-30,176.63,-0.19,111.98,-0.12
2019-01-31,176.94,0.31,112.17,0.19
2019-02-01,177.04,0.1,112.19,0.02
2019-02-07,177.08,0.04,112.21,0.02
2019-02-08,177.26,0.18,112.3,0.09
2019-02-11,177.39,0.13,112.38,0.08
2019-02-12,177.28,-0.11,112.3,-0.08
2019-02-13,177.2,-0.08,112.24,-0.06
2019-02-14,177.18,-0.02,112.23,-0.01
2019-02-15,177.42,0.24,112.36,0.13
2019-02-18,177.2,-0.22,112.21,-0.15
2019-02-19,177.2,0,112.21,0
2019-02-20,177.23,0.03,112.22,0.01
2019-02-21,177.14,-0.09,112.15,-0.07
2019-02-22,177.12,-0.02,112.12,-0.03
2019-02-25,177.09,-0.03,112.1,-0.02
2019-02-26,177.15,0.06,112.12,0.02
2019-02-27,177.29,0.14,112.21,0.09
2019-02-28,177.29,0,112.18,-0.03
2019-03-04,177.09,-0.2,112.04,-0.14
2019-03-05,177.06,-0.03,112.02,-0.02
2019-03-06,177.14,0.08,112.07,0.05
2019-03-07,177.3,0.16,112.16,0.09
2019-03-08,177.49,0.19,112.26,0.1
2019-03-11,177.44,-0.05,112.02,-0.24
2019-03-12,177.44,0,112.22,0.2
2019-03-13,177.59,0.15,112.31,0.09
2019-03-14,177.57,-0.02,112.28,-0.03
2019-03-15,177.48,-0.09,112.21,-0.07
2019-03-18,177.46,-0.02,112.19,-0.02
2019-03-19,177.55,0.09,112.24,0.05
2019-03-20,177.55,0,112.24,0
2019-03-21,177.83,0.28,112.41,0.17
2019-03-22,177.83,0,112.38,-0.03
2019-03-25,178.13,0.3,112.57,0.19
2019-03-26,178.1,-0.03,112.54,-0.03
2019-03-27,178.51,0.41,112.79,0.25
2019-03-28,178.8,0.29,112.97,0.18
2019-03-29,178.74,-0.06,112.92,-0.05
2019-04-01,178.49,-0.25,112.75,-0.17
2019-04-02,178.59,0.1,112.81,0.06
2019-04-03,178.43,-0.16,112.7,-0.11
2019-04-04,178.47,0.04,112.72,0.02
2019-04-05,178.33,-0.14,112.61,-0.11
2019-04-08,178.52,0.19,112.72,0.11
2019-04-09,178.52,0,112.71,-0.01
2019-04-10,178.51,-0.01,112.7,-0.01
2019-04-11,178.56,0.05,112.73,0.03
2019-04-12,178.42,-0.14,112.62,-0.11
2019-04-15,178.22,-0.2,112.49,-0.13
2019-04-16,178.2,-0.02,112.47,-0.02
2019-04-17,178.09,-0.11,112.39,-0.08
2019-04-18,178.46,0.37,112.62,0.23
2019-04-19,178.38,-0.08,112.55,-0.07
2019-04-22,178.23,-0.15,112.44,-0.11
2019-04-23,178.25,0.02,112.45,0.01
2019-04-24,178.36,0.11,112.51,0.06
2019-04-25,178.62,0.26,112.67,0.16
2019-04-26,178.68,0.06,112.7,0.03
2019-04-29,178.78,0.1,112.75,0.05
2019-04-30,178.91,0.13,112.82,0.07
2019-05-02,178.64,-0.27,112.64,-0.18
2019-05-03,178.56,-0.08,112.56,-0.08
2019-05-07,178.71,0.15,112.65,0.09
2019-05-08,178.77,0.06,112.68,0.03
2019-05-09,178.88,0.11,112.75,0.07
2019-05-10,178.77,-0.11,112.66,-0.09
2019-05-13,178.79,0.02,112.67,0.01
2019-05-14,178.82,0.03,112.67,0
2019-05-15,178.89,0.07,112.71,0.04
2019-05-16,179.18,0.29,112.89,0.18
2019-05-17,179.24,0.06,112.91,0.02
2019-05-20,179.12,-0.12,112.83,-0.08
2019-05-21,179.26,0.14,112.91,0.08
2019-05-22,179.24,-0.02,112.89,-0.02
2019-05-23,179.43,0.19,113,0.11
2019-05-24,179.54,0.11,113.06,0.06
2019-05-27,179.49,-0.05,113.02,-0.04
2019-05-28,179.5,0.01,113.02,0
2019-05-29,179.86,0.36,113.24,0.22
2019-05-30,179.87,0.01,113.24,0
2019-05-31,180.26,0.39,113.46,0.22
2019-06-03,180.25,-0.01,113.45,-0.01
2019-06-04,180.34,0.09,113.5,0.05
2019-06-05,180.56,0.22,113.63,0.13
2019-06-07,180.54,-0.02,113.6,-0.03
2019-06-10,181.14,0.6,113.56,-0.04
2019-06-11,181.02,-0.12,113.89,0.33
2019-06-12,181.63,0.61,114.26,0.37
2019-06-13,181.54,-0.09,114.2,-0.06
2019-06-14,181.7,0.16,114.29,0.09
2019-06-17,181.54,-0.16,114.18,-0.11
2019-06-18,181.52,-0.02,114.16,-0.02
2019-06-19,181.62,0.1,114.21,0.05
2019-06-20,182.15,0.53,114.54,0.33
2019-06-21,181.93,-0.22,114.39,-0.15
2019-06-24,182,0.07,114.43,0.04
2019-06-25,181.74,-0.26,114.26,-0.17
2019-06-26,181.6,-0.14,114.16,-0.1
2019-06-27,181.6,0,114.15,-0.01
2019-06-28,181.77,0.17,114.24,0.09
2019-07-01,181.68,-0.09,114.18,-0.06
2019-07-02,181.84,0.16,114.28,0.1
2019-07-03,182.23,0.39,114.52,0.24
2019-07-04,182.29,0.06,114.55,0.03
2019-07-05,182.26,-0.03,114.51,-0.04
2019-07-08,182.24,-0.02,114.49,-0.02
2019-07-09,182.28,0.04,114.51,0.02
2019-07-10,182.14,-0.14,114.42,-0.09
2019-07-11,182.29,0.15,114.51,0.09
2019-07-12,182.15,-0.14,114.4,-0.11
2019-07-15,182.12,-0.03,114.38,-0.02
